GREEN,RED,IR
1589702,1050168,1222675
1589310,1050019,1223317
1589310,1049807,1222811
1589313,1049602,1222613
1589282,1049133,1222877
1589388,1048624,1223946
1589644,1047998,1224007
1589713,1047400,1223885
1589433,1046556,1224353
1589427,1046566,1223505
1589335,1046394,1223775
1589447,1046708,1224542
1589259,1046784,1224137
1589290,1046730,1224070
1589200,1046718,1224495
1589436,1046951,1224010
1589590,1047165,1224490
1589751,1047523,1224365
1589601,1047941,1224759
1589528,1048140,1224952
1589628,1048584,1224785
1589727,1048537,1224442
1589434,1048638,1225572
1589618,1048320,1225065
1589493,1047466,1225814
1589493,1046934,1224279
1589542,1046452,1224203
1589617,1046299,1224355
1589777,1046228,1224080
1589707,1046181,1222845
1589648,1046168,1221877
1589842,1045957,1224135
1589771,1045918,1222226
1589863,1045738,1221226
1589892,1045627,1222385
1589945,1045221,1222269
1589890,1044943,1222325
1590057,1044739,1223255
1590008,1044570,1217447
1590447,1044333,1206819
1590287,1044342,1196032
1590190,1044402,1190834
1590483,1044712,1190798
1590268,1045240,1190440
1590585,1045579,1188748
1590454,1046028,1188506
1590177,1046181,1188949
1590177,1046079,1192663
1590422,1046436,1192780
1590227,1046533,1198655
1590439,1046581,1190714
1590353,1046567,1189018
1590406,1046739,1191616
1590542,1046880,1192031
1590663,1046841,1192181
1590580,1047280,1191872
1590508,1047679,1191332
1590624,1047610,1191089
1590516,1047643,1188872
1590303,1047696,1188424
1590268,1047577,1187868
1590314,1046952,1187082
1589735,1046197,1188073
1589465,1045157,1188703
1589640,1044720,1187279
1589533,1044116,1186810
1589370,1043521,1190525
1589089,1043171,1193494
1589543,1042994,1197954
1589115,1042789,1200780
1588997,1042457,1204379
1589072,1042229,1202746
1589141,1042205,1201963
1588557,1042664,1203773
1589090,1042503,1210252
1589002,1042201,1213066
1589076,1041950,1216372
1588867,1041703,1223496
1589229,1041389,1221965
1589183,1041317,1221053
1589016,1041372,1221804
1589338,1041132,1222761
1589397,1041125,1223154
